City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,vila velha,-20.3297,-40.2925,21.08,93,40,1.54,BR,1684976372
367,port-vila,-17.7338,168.3219,25.78,61,75,6.69,VU,1684976372
368,gorontalo,0.5412,123.0595,29.97,65,99,1.84,ID,1684976372
369,swiecie,53.4095,18.4474,12.0,92,18,2.68,PL,1684976373
370,patnongon,10.9132,121.9937,28.8,71,98,0.68,PH,1684976373
371,ancud,-41.8697,-73.8203,10.04,74,84,9.16,CL,1684976267
372,pombas,17.1503,-25.0201,21.88,80,88,4.59,CV,1684976373
373,tobruk,32.0836,23.9764,18.71,82,0,5.48,LY,1684976374
374,male,4.1748,73.5089,28.97,84,20,3.6,MV,1684976374
375,karratha,-20.7377,116.8463,23.38,21,2,7.11,AU,1684976374
376,larkird,35.4894,66.6641,14.81,62,2,1.61,AF,1684976374
377,rongelap,11.1635,166.8941,27.77,79,80,6.83,MH,1684976375
378,hithadhoo,-0.6,73.0833,28.2,76,100,5.03,MV,1684976375
379,manay,7.215,126.5397,29.82,68,100,0.9,PH,1684976375
380,natal,-5.795,-35.2094,25.12,94,20,2.57,BR,1684976308
381,sinabang,2.4803,96.3801,27.25,80,72,0.93,ID,1684976376
382,pontremoli,44.3751,9.8789,15.97,95,100,0.62,IT,1684976376
383,novokruchininskiy,51.7833,113.7667,5.85,33,100,5.83,RU,1684976377
384,priargunsk,50.3691,119.1012,13.93,55,100,3.0,RU,1684976377
385,saipan,15.1355,145.701,28.56,75,100,17.04,MP,1684976378
386,montelibano,7.9829,-75.4229,25.27,92,100,1.67,CO,1684976378
387,el jadid,33.2549,-8.506,18.42,79,12,3.33,MA,1684976378
388,vilyuchinsk,52.9306,158.4028,16.15,78,32,2.51,RU,1684976378
389,bulgan,48.8125,103.5347,6.06,50,100,1.02,MN,1684976379
390,crotone,39.0851,17.1178,16.77,71,4,1.56,IT,1684976379
391,siem reap,13.5,104.0,26.86,63,61,2.09,KH,1684976379
392,aras-asan,8.8908,126.3033,29.64,69,68,0.61,PH,1684976379
393,jalai nur,49.45,117.7,15.45,40,100,1.42,CN,1684976266
394,souillac,-20.5167,57.5167,23.11,81,36,2.34,MU,1684976380
395,naze,28.3667,129.4833,23.51,68,39,4.56,JP,1684976380
396,laibin,23.7,109.2667,24.9,91,100,2.1,CN,1684976380
397,mandera,3.9366,41.867,25.54,70,93,4.94,KE,1684976381
398,benguela,-12.5763,13.4055,22.23,89,12,0.98,AO,1684976381
399,marsh harbour,26.5412,-77.0636,26.22,70,69,2.95,BS,1684976381
400,cidreira,-30.1811,-50.2056,20.63,91,100,6.65,BR,1684976382
401,colonia,50.9333,6.95,11.03,83,0,0.51,DE,1684976382
402,muang khong,14.1167,105.85,27.48,77,100,1.01,LA,1684976382
403,juruti,-2.1522,-56.0922,25.52,84,100,1.73,BR,1684976382
404,lionel town,17.8101,-77.2406,28.94,81,0,0.47,JM,1684976383
405,ranchettes,41.2186,-104.7903,15.16,76,100,9.26,US,1684976383
406,carutapera,-1.195,-46.02,24.85,92,100,2.58,BR,1684976383
407,santana,-0.0583,-51.1817,27.1,100,20,2.57,BR,1684976383
408,zakamensk,50.3741,103.2863,1.56,85,100,1.77,RU,1684976384
409,hwange,-18.3693,26.5019,17.13,59,7,0.92,ZW,1684976384
410,winkler,49.1817,-97.941,18.98,48,94,8.23,CA,1684976384
411,peniche,39.3558,-9.3811,18.03,81,30,3.25,PT,1684976384
412,iskateley,67.6803,53.1512,13.78,87,100,3.42,RU,1684976252
413,cuito,-12.3833,16.9333,12.78,44,9,0.92,AO,1684976384
414,mogadishu,2.0371,45.3438,26.69,75,94,5.94,SO,1684976275
415,pitiquito,30.7,-112.0833,32.33,9,0,8.53,MX,1684976385
416,shingu,33.7333,135.9833,22.02,56,28,4.38,JP,1684976385
417,arica,-18.475,-70.3042,19.13,77,100,2.57,CL,1684976352
418,nuuk,64.1835,-51.7216,1.6,74,80,8.94,GL,1684976251
419,nema,57.5067,50.5011,14.03,67,96,2.89,RU,1684976385
420,sainte-anne-des-monts,49.124,-66.4924,7.93,87,100,3.09,CA,1684976114
421,bandarbeyla,9.4942,50.8122,27.25,79,100,8.59,SO,1684976385
422,mutuali,-14.8706,37.0044,15.92,93,0,0.97,MZ,1684976386
423,eyl,7.9803,49.8164,26.25,80,100,6.87,SO,1684976386
424,kendari,-3.945,122.4989,26.22,88,100,0.35,ID,1684976386
425,georgetown,5.4112,100.3354,29.96,78,20,1.03,MY,1684976241
426,lame,10.4415,9.2396,24.84,62,9,2.12,NG,1684976386
427,dawson creek,55.7666,-120.2362,19.8,45,20,3.09,CA,1684976100
428,zhob,31.3411,69.4481,22.85,46,0,1.28,PK,1684976386
429,vilyuysk,63.7553,121.6247,8.46,33,100,3.97,RU,1684976386
430,broken hill,-31.95,141.4333,17.21,25,99,8.63,AU,1684976314
431,susurluk,39.9136,28.1578,12.26,91,15,0.28,TR,1684976387
432,san miguel,13.4833,-88.1833,26.1,83,92,1.71,SV,1684976387
433,kidal,18.4411,1.4078,32.68,15,6,9.61,ML,1684976387
434,cockburn town,21.4612,-71.1419,27.48,77,11,3.29,TC,1684976387
435,rabo de peixe,37.8,-25.5833,15.73,82,75,4.63,PT,1684976387
436,yorosso,12.3536,-4.7761,28.41,56,98,3.42,ML,1684976387
437,ust'-ilimsk,58.0006,102.6619,3.77,97,100,5.76,RU,1684976388
438,akureyri,65.6835,-18.0878,5.96,56,75,4.63,IS,1684976153
439,geraldton,-28.7667,114.6,12.23,71,0,5.14,AU,1684976388
440,taoudenni,22.6783,-3.9836,27.92,31,94,4.27,ML,1684976388
441,ciudad miguel aleman,26.35,-99.1,31.05,47,23,6.92,MX,1684976388
442,miranda,3.2499,-76.2281,24.07,88,99,1.64,CO,1684976388
443,muleshoe,34.2265,-102.7238,26.8,79,87,12.71,US,1684976388
444,adigrat,14.277,39.462,15.74,63,13,0.84,ET,1684976388
445,coahuayana de hidalgo,18.7,-103.6583,27.83,71,88,1.98,MX,1684976388
446,saint-francois,46.4154,3.9054,8.69,76,0,2.57,FR,1684976388
447,wang nam yen,13.5033,102.1812,28.46,75,71,3.77,TH,1684976389
448,farafangana,-22.8167,47.8333,18.76,88,80,2.85,MG,1684976389
449,molde,62.7375,7.1591,8.73,81,100,7.72,NO,1684976389
450,hakui,36.8833,136.7833,20.7,53,100,2.24,JP,1684976389
451,saint-pierre,-21.3393,55.4781,22.82,64,100,1.54,RE,1684976389
452,monchegorsk,67.9397,32.8739,11.52,67,100,3.54,RU,1684976389
453,lata,40.1629,-8.3327,16.15,80,8,1.32,PT,1684975925
454,wajir,1.7471,40.0573,24.52,76,5,5.33,KE,1684976389
455,laguna,38.421,-121.4238,26.71,47,0,5.14,US,1684976252
456,enewetak,11.3474,162.3373,27.85,77,100,6.93,MH,1684975970
457,libertad,8.9442,125.5019,29.76,68,100,1.79,PH,1684976390
458,labytnangi,66.6572,66.4183,12.3,63,6,3.12,RU,1684976244
459,port macquarie,-31.4333,152.9167,21.05,36,8,3.12,AU,1684976205
460,niort,46.3333,-0.3333,13.12,71,98,0.89,FR,1684976390
461,qom,34.6401,50.8764,28.34,19,99,1.31,IR,1684976390
462,fortuna,40.5982,-124.1573,15.52,73,20,7.2,US,1684975817
463,tangalle,6.024,80.7911,25.09,87,19,3.83,LK,1684976390
464,kirensk,57.7853,108.1119,3.06,98,100,2.85,RU,1684976390
465,serowe,-22.3833,26.7167,15.56,50,0,1.83,BW,1684976390
466,dampit,-8.2116,112.7493,23.76,81,0,2.14,ID,1684976390
467,okhotsk,59.3833,143.3,4.2,77,99,1.83,RU,1684976390
468,richards bay,-28.783,32.0377,18.35,85,0,5.71,ZA,1684976391
469,holly springs,35.6513,-78.8336,19.53,50,17,0.45,US,1684976242
470,meliana,39.5333,-0.3333,18.23,85,0,2.06,ES,1684976391
471,el granada,37.5027,-122.4694,21.64,76,100,7.2,US,1684976391
472,reyes,-14.3167,-67.3833,22.82,94,99,1.08,BO,1684976391
473,harstad,68.799,16.5293,5.09,88,40,14.75,NO,1684976391
474,potam,27.6,-110.3833,30.87,24,3,5.34,MX,1684976391
475,sarangani,5.4033,125.4636,28.94,75,100,6.07,PH,1684976391
476,vorkuta,67.5,64.0,10.76,73,100,5.04,RU,1684976391
477,bansud,12.865,121.4564,30.4,68,40,1.2,PH,1684976391
478,juneau,58.3019,-134.4197,10.06,100,100,1.54,US,1684976391
479,marco island,25.9363,-81.7157,26.0,72,20,0.89,US,1684976392
480,tomatlan,19.9333,-105.25,31.35,39,72,4.2,MX,1684976392
481,lodwar,3.1191,35.5973,28.33,46,0,7.49,KE,1684976392
482,mokhsogollokh,61.4681,128.9203,12.01,44,71,0.8,RU,1684976392
483,hilo,19.7297,-155.09,28.49,95,86,1.79,US,1684976392
484,kargil,34.5667,76.1,2.75,73,46,2.25,IN,1684976392
485,mount pearl,47.5166,-52.7813,7.19,85,20,3.09,CA,1684976264
486,muisne,0.6,-80.0333,26.01,84,100,3.99,EC,1684976392
487,mahavelona,-17.6848,49.5087,20.99,92,53,3.87,MG,1684976392
488,longboat key,27.4125,-82.659,23.34,60,100,1.34,US,1684976392
489,taguatinga,-12.3857,-46.5711,25.5,49,66,4.17,BR,1684976393
490,greenville,35.6127,-77.3663,19.09,64,40,1.54,US,1684976393
491,moussoro,13.6408,16.4901,31.55,36,81,2.97,TD,1684976393
492,mercedes,-34.6515,-59.4307,19.32,99,100,2.18,AR,1684976393
493,saint-louis du nord,19.9333,-72.7167,27.56,75,54,1.14,HT,1684976393
494,mahibadhoo,3.7833,72.9667,28.39,75,100,3.91,MV,1684976393
495,lanxi,29.2195,119.477,20.76,72,100,0.99,CN,1684976393
496,nadym,65.5333,72.5167,7.19,65,0,4.88,RU,1684976393
497,hancheng,32.5186,112.3522,21.9,68,67,4.2,CN,1684976393
498,capinzal,-27.3436,-51.6119,15.02,80,0,1.55,BR,1684976393
499,sao joao da barra,-21.6403,-41.0511,21.05,83,0,1.43,BR,1684976394
500,kudamatsu,34.0,131.8667,18.98,55,50,4.1,JP,1684976394
501,vacaria,-28.5122,-50.9339,11.89,84,0,2.93,BR,1684976394
502,meadow lakes,61.6247,-149.6011,16.55,48,75,4.63,US,1684976394
503,lethem,3.3803,-59.7968,25.84,83,41,3.06,GY,1684976394
504,miyaly,48.8844,53.7836,18.75,38,5,5.76,KZ,1684976394
505,alaghsas,17.0187,8.0168,33.71,18,97,2.07,NE,1684976394
506,anjozorobe,-18.4,47.8667,13.75,91,93,1.17,MG,1684976394
507,minas,-34.3759,-55.2377,18.48,97,100,4.01,UY,1684976394
508,lashio,22.9333,97.75,20.05,92,100,0.35,MM,1684976394
509,novodvinsk,64.4165,40.8122,13.29,90,27,1.96,RU,1684976395
510,chu,43.5983,73.7614,14.65,51,38,1.37,KZ,1684976395
511,bluffton,32.2371,-80.8604,23.04,75,0,2.06,US,1684976395
512,bu'aale,1.0833,42.5833,22.64,95,64,1.99,SO,1684976395
513,wanning,18.8003,110.3967,29.93,75,75,2.16,CN,1684976395
514,kalsdorf bei graz,46.961,15.4723,14.64,82,75,1.03,AT,1684976395
515,aqsay,51.1678,52.995,16.93,48,49,4.86,KZ,1684976395
516,poisy,45.9231,6.0644,12.34,87,75,1.03,FR,1684976396
517,dunedin,-45.8742,170.5036,16.0,61,14,2.24,NZ,1684976396
518,hudiksvall,61.729,17.1036,9.21,70,100,3.56,SE,1684976396
519,saldanha,-33.0117,17.9442,13.03,92,100,8.38,ZA,1684976396
520,banamba,13.55,-7.45,32.55,46,87,5.78,ML,1684976396
521,walvis bay,-22.9575,14.5053,13.38,100,5,2.06,NA,1684976396
522,port lincoln,-34.7333,135.8667,15.12,69,43,9.54,AU,1684976254
523,chauk,20.8833,94.8167,30.02,60,64,4.64,MM,1684976396
524,la ronge,55.1001,-105.2842,10.14,87,100,0.51,CA,1684976396
525,newport,51.5877,-2.9984,11.73,83,0,4.21,GB,1684976397
526,benghazi,32.1167,20.0667,22.17,56,68,9.2,LY,1684976397
527,yulinshi,38.2906,109.7494,19.23,28,100,10.34,CN,1684976397
528,bowen,-20.0167,148.2333,23.98,62,51,8.7,AU,1684976397
529,naifaru,5.4444,73.3657,28.77,73,59,3.15,MV,1684976397
530,caleta de carquin,-11.0925,-77.6267,21.65,81,94,4.29,PE,1684976397
531,port hueneme,34.1478,-119.1951,21.88,68,0,7.2,US,1684976239
532,yorkton,51.2167,-102.4677,20.91,52,75,8.23,CA,1684976397
533,thanh hoa,19.8,105.7667,28.08,77,100,0.74,VN,1684976397
534,touros,-5.1989,-35.4608,24.83,87,82,3.29,BR,1684976157
535,bernay,49.1667,0.6667,11.49,85,90,2.8,FR,1684976398
536,pytalovo,57.0679,27.9138,11.18,79,16,2.32,RU,1684976398
537,parnarama,-5.6817,-43.0933,26.81,67,100,0.74,BR,1684976398
538,shakawe,-18.3667,21.85,16.01,33,3,1.95,BW,1684976398
539,aykhal,66.0,111.5,0.02,88,100,6.32,RU,1684976398
540,uray,60.1247,64.7758,15.45,64,1,1.89,RU,1684976398
541,smithers,54.7804,-127.1743,23.18,28,20,5.14,CA,1684976398
542,magdagachi,53.45,125.8,13.67,62,100,3.74,RU,1684976398
543,bullsbrook,-31.6667,116.0,14.19,87,0,0.51,AU,1684976398
544,el hadjira,32.6134,5.5126,23.5,37,47,4.92,DZ,1684976398
545,devin,41.7433,24.4,10.23,94,66,0.36,BG,1684976399
546,las lomitas,-24.7096,-60.593,23.96,55,0,4.43,AR,1684976399
547,crane,31.3974,-102.3501,23.07,58,62,8.33,US,1684976399
548,brookings,44.3114,-96.7984,27.19,29,0,5.14,US,1684976399
549,chibougamau,49.9168,-74.3659,5.79,52,0,5.66,CA,1684976399
550,ha tinh,18.3333,105.9,29.05,72,100,1.45,VN,1684976399
551,mildura,-34.2,142.15,18.87,26,100,9.75,AU,1684976399
552,fiambala,-27.6871,-67.6149,17.43,35,0,1.8,AR,1684976399
